# Trained_Coeffs, Sparsity_Mask
1.949229240417480469e-01,0.000000000000000000e+00
1.870613396167755127e-01,1.000000000000000000e+00
5.079632997512817383e-01,2.000000000000000000e+00
3.370396494865417480e-01,3.000000000000000000e+00
8.043943047523498535e-01,4.000000000000000000e+00
1.947035938501358032e-01,5.000000000000000000e+00
3.976784944534301758e-01,6.000000000000000000e+00
