# Trained_Coeffs, Scaled_Trained_Coeffs
2.232785969972610474e-01,3.391203284263610840e-01
4.897757768630981445e-01,4.148044884204864502e-01
6.763325072824954987e-03,5.718850996345281601e-03
5.832405686378479004e-01,6.085386872291564941e-01
1.402354717254638672e+00,1.491842627525329590e+00
4.384172260761260986e-01,4.239468276500701904e-01
-2.941879443824291229e-02,-6.537324935197830200e-02
