2.701740562915802002e-01,2.768138170242309570e+00,-1.332217311859130859e+01,-9.522428894042968750e+01
2.474671229720115662e-02,3.109006881713867188e-01,-1.007937312126159668e+00,-1.217190170288085938e+01
3.902993351221084595e-02,-1.290319710969924927e-01,-1.530650377273559570e+00,5.214450359344482422e+00
-1.611100323498249054e-02,2.749402523040771484e-01,6.130713820457458496e-01,-1.090445709228515625e+01
2.923434972763061523e-01,-1.108956336975097656e+00,-1.087537002563476562e+01,5.011019515991210938e+01
7.368596643209457397e-02,-2.534846365451812744e-01,-2.870968341827392578e+00,1.043512725830078125e+01
8.847217261791229248e-02,9.936313033103942871e-01,-3.819583654403686523e+00,-3.791683578491210938e+01
-8.595290780067443848e-02,-2.526452243328094482e-01,3.436551809310913086e+00,9.381808280944824219e+00
-1.419566392898559570e+00,3.248867034912109375e+00,4.765894317626953125e+01,-2.404220275878906250e+02
8.408361673355102539e-02,-5.346236750483512878e-03,-3.318681001663208008e+00,7.119444608688354492e-01
4.800409451127052307e-02,-1.321760267019271851e-01,-1.882723569869995117e+00,5.394178867340087891e+00
-1.024756431579589844e-01,-8.264940381050109863e-01,4.295881271362304688e+00,3.128976440429687500e+01
-5.637638736516237259e-03,-2.830475568771362305e-01,2.456523180007934570e-01,1.115329074859619141e+01
-6.383705139160156250e-01,2.130727320909500122e-01,2.495750045776367188e+01,-3.689373779296875000e+01
-2.346759140491485596e-01,8.394643664360046387e-04,9.264281272888183594e+00,-3.938128709793090820e+00
-3.992211818695068359e-02,-3.365198969841003418e-01,1.616603136062622070e+00,1.308807563781738281e+01
-8.113821595907211304e-02,-2.687917470932006836e+00,5.328474044799804688e+00,1.010614318847656250e+02
-7.236269116401672363e-02,1.358218342065811157e-01,2.838403701782226562e+00,-5.744497776031494141e+00
1.108393818140029907e-01,-2.949942648410797119e-01,-4.312401771545410156e+00,1.256536102294921875e+01
-4.413252323865890503e-02,4.691425263881683350e-01,1.669629096984863281e+00,-1.877394866943359375e+01
-1.161387443542480469e+00,5.568470478057861328e+00,3.247506332397460938e+01,-2.817728881835937500e+02
1.250754594802856445e-01,3.219499588012695312e-01,-5.016444206237792969e+00,-1.147477054595947266e+01
3.250967562198638916e-01,2.469122886657714844e+00,-1.517994403839111328e+01,-8.194211578369140625e+01
4.758308082818984985e-02,-9.781681746244430542e-02,-1.869731664657592773e+00,4.028954029083251953e+00
1.915208995342254639e-03,2.795879840850830078e-01,-9.797034412622451782e-02,-1.102896308898925781e+01
-1.933614611625671387e-01,-8.456647396087646484e-02,7.663098335266113281e+00,6.608020067214965820e-01
-2.666447777301073074e-03,4.375126063823699951e-01,5.055721849203109741e-02,-1.727520942687988281e+01
4.001511633396148682e-02,-1.885142177343368530e-01,-1.562865495681762695e+00,7.581332206726074219e+00
2.288622781634330750e-02,-3.314091265201568604e-01,-8.694070577621459961e-01,1.317122364044189453e+01
3.374896049499511719e-01,-2.193998575210571289e+00,-1.147393608093261719e+01,9.550890350341796875e+01
3.235847502946853638e-02,-2.578847110271453857e-01,-1.253352642059326172e+00,1.029692554473876953e+01
5.413416400551795959e-02,6.178004294633865356e-02,-2.143242120742797852e+00,-2.226686239242553711e+00
-2.865145215764641762e-03,3.040644526481628418e-01,8.666018396615982056e-02,-1.201037311553955078e+01
-2.724204957485198975e-02,6.843228936195373535e-01,9.380704760551452637e-01,-2.719054031372070312e+01
-6.494552642107009888e-02,-3.697938323020935059e-01,2.622497081756591797e+00,1.417901706695556641e+01
1.157495006918907166e-01,6.426874399185180664e-01,-4.749813079833984375e+00,-2.401520156860351562e+01
-5.530661717057228088e-02,6.972223520278930664e-02,2.176368236541748047e+00,-2.972221612930297852e+00
-5.684437975287437439e-02,1.085447594523429871e-01,2.232576847076416016e+00,-4.522123813629150391e+00
2.961786836385726929e-02,-2.895680963993072510e-01,-1.140889763832092285e+00,1.154210567474365234e+01
-4.716135933995246887e-02,2.590509653091430664e-01,1.832852721214294434e+00,-1.043050479888916016e+01
1.334841921925544739e-02,3.573184013366699219e-01,-5.645145773887634277e-01,-1.404508495330810547e+01
