# Time, Target, Prediction
1.424735416098391561e+01,-6.151479688581365513e-02,-6.163071468472480774e-02
2.000547432271955728e+01,-3.389044551937141908e-02,-3.391664102673530579e-02
-5.360105489346458363e+00,-6.735182143188207790e-06,6.396742537617683411e-05
2.982491525337378491e+00,-1.857688446093520296e-01,-1.859825104475021362e-01
1.237773260778734929e+01,4.016545129573403233e-02,3.986519202589988708e-02
-8.722282064002468971e+00,1.447606256615161438e-06,-6.920425221323966980e-05
1.098729977200670938e+01,6.097084861872837519e-02,6.076205894351005554e-02
2.699691626534535871e+00,-1.169213510385327809e-01,-1.171351075172424316e-01
1.058666658203601862e+01,3.149614443917223006e-02,3.143094107508659363e-02
1.361890994142204292e+01,-4.993026960677959120e-02,-5.011739209294319153e-02
-9.327159625330768478e+00,1.116665836837526474e-06,-7.240800186991691589e-05
5.504123956329386225e+00,8.649844313200139023e-02,8.608894050121307373e-02
1.084589982260528807e+01,5.210119485483773877e-02,5.192739889025688171e-02
-5.477938780514309158e+00,2.064007928099626001e-05,8.843513205647468567e-05
2.154516266064614172e+01,3.376424829281337442e-02,3.365963324904441833e-02
2.377613964009078273e+01,-1.795913763471842367e-02,-1.801935210824012756e-02
5.315590690460824774e+00,5.702572569929127699e-02,5.659053847193717957e-02
2.182010700670446113e+01,3.894888581991240439e-02,3.888381645083427429e-02
1.383100986552417666e+01,-5.770015487231168472e-02,-5.786759033799171448e-02
2.011545206114288575e+01,-2.972880678119548328e-02,-2.975404635071754456e-02
-4.865205666441485555e+00,-3.877598722146469146e-04,-2.803388051688671112e-04
2.084601846638356193e+01,5.524396770862298467e-03,5.515378434211015701e-03
1.418450973902772816e+01,-6.192958520845296549e-02,-6.205252185463905334e-02
-1.180951429260016061e+00,6.566503336977655980e-01,6.583312153816223145e-01
2.491519478804667287e+01,-3.384632327197589080e-02,-3.398841992020606995e-02
1.330468783164111102e+01,-3.214814040728181110e-02,-3.234860673546791077e-02
1.406667644785988003e+01,-6.176203993112850538e-02,-6.189971044659614563e-02
2.236214014607657319e+01,3.664997053040198322e-02,3.665820881724357605e-02
1.907851909886580088e+01,-4.219455631777276755e-02,-4.209167137742042542e-02
4.223668858972073892e+00,-1.636479788680003378e-01,-1.639516800642013550e-01
2.534725018899544491e+00,-6.343087058641054543e-02,-6.366826593875885010e-02
1.793160839816538399e+01,1.090523336547058117e-02,1.093442365527153015e-02
2.302986212936106014e+01,1.458180712861296968e-02,1.455999538302421570e-02
-1.139316999714042211e+01,8.880803477756152826e-10,-6.716279312968254089e-05
2.511943915940428340e+01,-3.004315428395207960e-02,-3.005837276577949524e-02
8.905578294708011100e+00,-9.780954443387565589e-02,-9.786558151245117188e-02
2.003689653369765367e+01,-3.275394015958859456e-02,-3.278041258454322815e-02
1.496220946073554359e+01,-3.529403056912592401e-02,-3.536419942975044250e-02
1.760953073563992888e+01,2.865417206140899106e-02,2.865986153483390808e-02
2.406679509163815212e+01,-2.764423677409726110e-02,-2.762882784008979797e-02
3.933013407424708063e+00,-2.078364641120374612e-01,-2.081020176410675049e-01
4.357213255628971993e+00,-1.385909817862653881e-01,-1.388694196939468384e-01
-3.883261573376061815e+00,-5.322021864038216539e-03,-4.820648115128278732e-03
2.372900632362364348e+01,-1.612589977805169161e-02,-1.619622483849525452e-02
-1.872240070778075527e+00,2.352860358202685243e-01,2.340488284826278687e-01
3.555946875687586939e+00,-2.346545922235062642e-01,-2.348789423704147339e-01
2.251925120096704092e+00,4.883276911971457662e-02,4.859748110175132751e-02
9.989644573452240550e+00,-2.792510050052500817e-02,-2.793032303452491760e-02
2.475022818041168549e+01,-3.548387975493125235e-02,-3.568940237164497375e-02
2.346191753030985083e+01,-4.800595683750757785e-03,-4.845741670578718185e-03
1.931418568120150070e+01,-4.520540108633075427e-02,-4.513860121369361877e-02
2.683980521045489009e+00,-1.122375960669194511e-01,-1.124535948038101196e-01
2.219717353844158581e+01,3.909261179736411851e-02,3.910454735159873962e-02
1.328112117340753962e+01,-3.056053008384799000e-02,-3.076200559735298157e-02
2.723258284768105941e+00,-1.237810222162848139e-01,-1.239915937185287476e-01
-5.823583101273339224e+00,4.523950670857139451e-05,1.035151071846485138e-04
2.048466304013548367e+01,-1.282493864990286170e-02,-1.282753422856330872e-02
2.590499443385662204e+01,-2.805488623005111988e-03,-3.195601981133222580e-03
-4.975183404864821912e-02,9.987282017168231940e-01,9.976391196250915527e-01
5.802634960621275262e+00,1.203427480124629190e-01,1.199603825807571411e-01
1.584988692086668571e+01,2.264596519200974545e-02,2.253652736544609070e-02
4.380779913862541619e+00,-1.339417180408330743e-01,-1.342137902975082397e-01
2.360331747971127214e+01,-1.096509465479097133e-02,-1.103997603058815002e-02
2.167085150455851661e+01,3.664650871063358795e-02,3.655254468321800232e-02
2.400395066968196289e+01,-2.581685681648982628e-02,-2.580936625599861145e-02
1.453015405978675822e+01,-5.550882515796309175e-02,-5.560030415654182434e-02
-9.358581836308863089e+00,1.099474126719207810e-06,-7.240800186991691589e-05
-1.024625929644000522e+01,6.138083158767034964e-07,-7.097749039530754089e-05
-3.600461674573220527e+00,-8.458705844846283600e-03,-7.898572832345962524e-03
