# Trained_Coeffs, Scaled_Trained_Coeffs, Sparsity_Mask
8.934013843536376953e-01,1.485614180564880371e+00,0.000000000000000000e+00
1.020939230918884277e+00,7.479515075683593750e-01,1.000000000000000000e+00
8.568096756935119629e-01,5.328689813613891602e-01,2.000000000000000000e+00
3.967941284179687500e+00,5.713592767715454102e-01,3.000000000000000000e+00
-1.914826154708862305e+00,-2.790218591690063477e-01,4.000000000000000000e+00
2.737648487091064453e+00,2.571267485618591309e-01,5.000000000000000000e+00
-1.339543581008911133e+00,-1.223974600434303284e-01,6.000000000000000000e+00
