# Trained_Coeffs, Sparsity_Mask
4.571584239602088928e-02,0.000000000000000000e+00
1.532727122306823730e+00,1.000000000000000000e+00
7.695192843675613403e-02,2.000000000000000000e+00
1.238344311714172363e+00,3.000000000000000000e+00
9.920659065246582031e-01,4.000000000000000000e+00
