# Trained_Coeffs, Sparsity_Mask
9.788049012422561646e-02,0.000000000000000000e+00
2.714357078075408936e-01,1.000000000000000000e+00
1.405866444110870361e-01,2.000000000000000000e+00
9.533980488777160645e-01,3.000000000000000000e+00
1.096920892596244812e-01,4.000000000000000000e+00
