# Trained_Coeffs, Scaled_Trained_Coeffs, Sparsity_Mask
1.688336730003356934e-01,2.457437515258789062e-01,0.000000000000000000e+00
5.896371006965637207e-01,5.210664868354797363e-01,1.000000000000000000e+00
5.565801262855529785e-01,6.140741705894470215e-01,3.000000000000000000e+00
1.370791792869567871e+00,1.476599812507629395e+00,4.000000000000000000e+00
5.840188860893249512e-01,3.851145803928375244e-01,5.000000000000000000e+00
