# Trained_Coeffs, Scaled_Trained_Coeffs
9.318979829549789429e-02,3.768383339047431946e-02
6.877209544181823730e-01,3.623530864715576172e+00
-1.217728666961193085e-02,-2.804956734180450439e-01
-2.757987938821315765e-02,-9.129906073212623596e-03
1.784354567527770996e+00,1.973917603492736816e+00
5.147171616554260254e-01,2.546596050262451172e+00
-2.947574853897094727e-02,-6.983543634414672852e-01
