# Time, Target, Prediction
1.822488236737381229e+01,2.197482986496010916e-03,2.142500132322311401e-03
2.206362914182585300e+01,1.849991404174644236e-02,1.842449232935905457e-02
5.153242600617609526e+00,-5.964807705345607364e-03,-6.087627261877059937e-03
1.071497394368455147e+01,1.209687695816364511e-02,1.196040585637092590e-02
1.697846799858856315e+01,2.452825418077288211e-02,2.443313226103782654e-02
2.911791550869350598e+00,-5.248243549793919771e-02,-5.235509201884269714e-02
1.605151277474407223e+01,1.098856254333213656e-02,1.087689027190208435e-02
1.052644067781787562e+01,3.570677459071838668e-03,3.445390611886978149e-03
1.578442398143294945e+01,3.074237654813780519e-03,2.969738095998764038e-03
1.780591955433675366e+01,1.319124891550620994e-02,1.313848420977592468e-02
2.508539843321182516e+00,1.740762627910227844e-02,1.754690334200859070e-02
1.239606223099574578e+01,2.427259195840630879e-02,2.423502132296562195e-02
1.595724614181073697e+01,8.313643806572658390e-03,8.205201476812362671e-03
5.074687073173161700e+00,-1.371222395828878247e-02,-1.383651420474052429e-02
2.309008803376664432e+01,9.297256445141970430e-03,9.288232773542404175e-03
2.457740602004820119e+01,-1.605488774643387337e-02,-1.608297601342201233e-02
1.227037338708462855e+01,2.776639310869106342e-02,2.771471068263053894e-02
2.327338426447035502e+01,5.653836718390996621e-03,5.638863891363143921e-03
1.794731950373675744e+01,9.662435596766992194e-03,9.606014937162399292e-03
2.213694763410733657e+01,1.869950846142189732e-02,1.862184330821037292e-02
5.483175815884292703e+00,2.396684609958172132e-02,2.383866533637046814e-02
2.262399190426291895e+01,1.641828771854851599e-02,1.636518165469169617e-02
1.818298608607010536e+01,3.345767516727217363e-03,3.289368003606796265e-03
7.939345307314043865e+00,-6.664668365351011058e-03,-6.606448441743850708e-03
2.533677611867786794e+01,-1.372131467695267108e-02,-1.371284201741218567e-02
1.759643814781822613e+01,1.779168814660971043e-02,1.774225756525993347e-02
1.810443055862565842e+01,5.487956504524780892e-03,5.430143326520919800e-03
2.363473969071481662e+01,-1.976398245676527169e-03,-2.014521509408950806e-03
2.144565899259619002e+01,1.139955314309982169e-02,1.130678877234458923e-02
1.154242549943274021e+01,3.484394309665922451e-02,3.475882485508918762e-02
1.041646293939564671e+01,-1.659651425569078076e-03,-1.775667071342468262e-03
2.068105185880355990e+01,-5.770114741314100182e-03,-5.857501178979873657e-03
2.407988767956669562e+01,-1.042451220502877383e-02,-1.043191924691200256e-02
1.131199595461855223e+00,3.553711433295629329e-01,3.551652729511260986e-01
2.547293903291491191e+01,-1.199903378494410200e-02,-1.199083402752876282e-02
1.466369845655882109e+01,-2.674955046501715367e-02,-2.682167664170265198e-02
2.208457728247770646e+01,1.857177491231347399e-02,1.849560067057609558e-02
1.870145256720346438e+01,-1.019945854919233896e-02,-1.021848991513252258e-02
2.046633341712206899e+01,-1.060814902876923253e-02,-1.067567244172096252e-02
2.477117632107783862e+01,-1.674678883032685098e-02,-1.679417863488197327e-02
1.134865519840310100e+01,3.230123898674602811e-02,3.220217674970626831e-02
1.163145509720311566e+01,3.536616804273278597e-02,3.528486937284469604e-02
6.137805211254694804e+00,6.057494290463067560e-02,6.047696992754936218e-02
2.454598380907041744e+01,-1.585827695979963314e-02,-1.588219776749610901e-02
7.478486212973280089e+00,2.295365680887301307e-02,2.299312874674797058e-02
1.109727751058086653e+01,2.625862372429597219e-02,2.613525092601776123e-02
1.022792967352897087e+01,-1.076722511657636668e-02,-1.086870580911636353e-02
1.538640930904774429e+01,-9.557069541472102900e-03,-9.659726172685623169e-03
2.522679838025563726e+01,-1.485971117621774640e-02,-1.486334577202796936e-02
2.436792461352967010e+01,-1.431656577906201266e-02,-1.432040706276893616e-02
2.160277004748508745e+01,1.404330341526424837e-02,1.396448537707328796e-02
1.051596660749194889e+01,3.078508651908523890e-03,2.954043447971343994e-03
2.352476195229259304e+01,3.477670032282255408e-04,3.139339387416839600e-04
1.758072704232933248e+01,1.809907128666236528e-02,1.804962381720542908e-02
1.054215178330676395e+01,4.306020181841369032e-03,4.179507493972778320e-03
4.844257526002779812e+00,-3.688656602528776751e-02,-3.701369836926460266e-02
2.238308828676660767e+01,1.831072531414962984e-02,1.823505386710166931e-02
2.599664254921123074e+01,-3.105694163468172581e-03,-3.239635378122329712e-03
8.693478370780747255e+00,-4.109043251334137947e-02,-4.105397686362266541e-02
1.259506956718834836e+01,1.780677922471865168e-02,1.779134199023246765e-02
1.929323754061830698e+01,-2.001225184267245438e-02,-2.004208043217658997e-02
1.164716620269200398e+01,3.541587744598827942e-02,3.533509373664855957e-02
2.446219124646301069e+01,-1.522186298616074081e-02,-1.523502543568611145e-02
2.317388059637405462e+01,7.669931111394415017e-03,7.659848779439926147e-03
2.472928003977413169e+01,-1.667383571594024949e-02,-1.671867445111274719e-02
1.841341563324048636e+01,-2.931794697080007152e-03,-2.975348383188247681e-03
2.487591702669329941e+00,2.170146330224784204e-02,2.184053882956504822e-02
1.895806729254485568e+00,1.621071177754261350e-01,1.621519327163696289e-01
6.326338477121370651e+00,6.386655078850232703e-02,6.379185616970062256e-02
2.460882823102597783e+01,-1.622820208171571119e-02,-1.626038923859596252e-02
6.745301290158429275e+00,5.947785671762974291e-02,5.945647880434989929e-02
2.105288135773014435e+00,1.090374949062447862e-01,1.091254949569702148e-01
2.188033291112213874e+01,1.737093189319356343e-02,1.730043813586235046e-02
7.881737920521447727e+00,-3.081576925955252077e-03,-3.021184355020523071e-03
2.117857019928506901e+01,5.936476285280410832e-03,5.822744220495223999e-03
2.325767315898146492e+01,5.977118700178484650e-03,5.963128060102462769e-03
2.075960738624801039e+01,-3.912829995539386652e-03,-4.008624702692031860e-03
1.824059347286270238e+01,1.766649009943277449e-03,1.712318509817123413e-03
2.607519807665567768e+01,-1.606801612085964311e-03,-1.745898276567459106e-03
2.227834758350734390e+01,1.867402018177114625e-02,1.859509572386741638e-02
9.232892992565959744e+00,-4.480146640965470411e-02,-4.483004286885261536e-02
9.107204148654842513e+00,-4.564944283648397771e-02,-4.565437510609626770e-02
9.164811537803632113e-01,4.011563342762697881e-01,4.008620977401733398e-01
1.348012850972913235e+01,-1.462587008093649624e-02,-1.465195789933204651e-02
5.603627626988640920e-01,4.605807724781812440e-01,4.601091444492340088e-01
2.169703668041842803e+01,1.537880299067982161e-02,1.530556008219718933e-02
3.859694915365694090e+00,-1.073029873914172344e-01,-1.072909981012344360e-01
2.397514697630742830e+01,-8.648365905570403259e-03,-8.666146546602249146e-03
1.564302403203294212e+01,-1.408067513174665998e-03,-1.511115580797195435e-03
1.143244776101051308e+01,3.363521395892454108e-02,3.354312852025032043e-02
1.942940045721154529e+00,1.499658310983806309e-01,1.500199288129806519e-01
1.969648924816647551e+01,-2.104856073021605517e-02,-2.111176028847694397e-02
1.224418821126981172e+01,2.842595925518292752e-02,2.837158367037773132e-02
6.897175309884362449e+00,5.434162837230902682e-02,5.433615669608116150e-02
3.047954465106394117e+00,-7.002768113072527223e-02,-6.990204751491546631e-02
2.164990336395175774e+01,1.473606969912395585e-02,1.466038450598716736e-02
2.423176169929262613e+01,-1.267537685026354569e-02,-1.267470791935920715e-02
1.481557247628475515e+01,-2.432525120541759525e-02,-2.441069111227989197e-02
8.080745256714051195e+00,-1.507646239154447620e-02,-1.502722129225730896e-02
1.874858588602632770e+00,1.675302682578897473e-01,1.675709635019302368e-01
9.086256008002989049e+00,-4.569184474470008167e-02,-4.569314047694206238e-02
1.393051353610016418e+00,2.924215266529242574e-01,2.923263609409332275e-01
8.117404502854792980e+00,-1.714881964226830716e-02,-1.710212603211402893e-02
2.367663597201852355e+01,-2.849271360739639124e-03,-2.887565642595291138e-03
9.751359473699318769e+00,-3.177002313766946057e-02,-3.185879066586494446e-02
9.814203895654875609e+00,-2.934406311573700341e-02,-2.943423762917518616e-02
1.344346926358839056e+01,-1.345168663343774586e-02,-1.347677782177925110e-02
1.979599291861897203e+00,1.405910968224881319e-01,1.406526565551757812e-01
1.493078724986994388e+01,-2.198086171646461764e-02,-2.207374945282936096e-02
2.324719908865554174e+01,6.191708745546201792e-03,6.178300827741622925e-03
2.340954718106359689e+00,5.332760348729630867e-02,5.345716699957847595e-02
1.239082519583278064e+01,2.442831293483721869e-02,2.439012005925178528e-02
2.402228029277409860e+01,-9.468169345974632861e-03,-9.481061249971389771e-03
2.201125879019621934e+01,1.826854283453034286e-02,1.819479092955589294e-02
5.257983303876874182e+00,4.075769918591949821e-03,3.953214734792709351e-03
1.714081608864042394e+01,2.393624647097341435e-02,2.385913953185081482e-02
