# Trained_Coeffs, Scaled_Trained_Coeffs
5.472804978489875793e-02,7.965873181819915771e-02
4.918474587611854076e-04,4.346490604802966118e-04
-6.110727554187178612e-05,-5.761755892308428884e-05
2.416340559720993042e-01,3.206356465816497803e-01
1.129184603691101074e+00,1.187421917915344238e+00
3.893363103270530701e-02,3.224122151732444763e-02
8.297637850046157837e-02,7.383999228477478027e-02
