# Trained_Coeffs, Sparsity_Mask
5.206668972969055176e-01,0.000000000000000000e+00
3.388697206974029541e-01,1.000000000000000000e+00
6.658175587654113770e-01,2.000000000000000000e+00
7.234233617782592773e-01,3.000000000000000000e+00
1.321344077587127686e-01,4.000000000000000000e+00
