# Trained_Coeffs, Scaled_Trained_Coeffs
9.379152655601501465e-01,1.559635162353515625e+00
1.069671511650085449e+00,7.836533188819885254e-01
8.548814058303833008e-01,5.316697955131530762e-01
3.615083217620849609e+00,5.205572843551635742e-01
-2.755302906036376953e+00,-4.025763571262359619e-01
2.386340379714965820e+00,2.225944995880126953e-01
-1.936240673065185547e+00,-1.711071133613586426e-01
