# Trained_Coeffs, Scaled_Trained_Coeffs, Sparsity_Mask
7.610740065574645996e-01,1.311167478561401367e+00,0.000000000000000000e+00
8.940795063972473145e-01,6.917502880096435547e-01,1.000000000000000000e+00
8.575563430786132812e-01,5.516514778137207031e-01,2.000000000000000000e+00
4.169566154479980469e+00,6.559430956840515137e-01,3.000000000000000000e+00
3.022316694259643555e+00,2.971739768981933594e-01,5.000000000000000000e+00
8.831850439310073853e-02,1.339817792177200317e-01,6.000000000000000000e+00
