# Trained_Coeffs, Sparsity_Mask
4.104172587394714355e-01,0.000000000000000000e+00
3.459178656339645386e-02,1.000000000000000000e+00
5.065917968750000000e-01,2.000000000000000000e+00
8.334257006645202637e-01,3.000000000000000000e+00
1.983572356402873993e-02,4.000000000000000000e+00
