# Trained_Coeffs, Scaled_Trained_Coeffs, Sparsity_Mask
3.317565917968750000e-01,5.641248226165771484e-01,0.000000000000000000e+00
4.175705611705780029e-01,6.106020808219909668e-01,1.000000000000000000e+00
4.947285652160644531e-01,7.387393712997436523e-01,3.000000000000000000e+00
9.949764609336853027e-01,7.470162510871887207e-01,4.000000000000000000e+00
2.063296139240264893e-01,1.042414307594299316e-01,5.000000000000000000e+00
