# Trained_Coeffs, Scaled_Trained_Coeffs
8.888226747512817383e-02,1.247252374887466431e-01
6.975579261779785156e-01,6.096980571746826172e-01
9.061577171087265015e-02,8.176475763320922852e-02
2.580118598416447639e-05,2.061977647827006876e-05
1.727185487747192383e+00,1.536468505859375000e+00
6.112408041954040527e-01,8.644744753837585449e-01
1.461165447835810483e-05,5.793948366772383451e-05
