# Trained_Coeffs, Sparsity_Mask
5.172724723815917969e-01,0.000000000000000000e+00
2.411269843578338623e-01,1.000000000000000000e+00
6.231892108917236328e-01,2.000000000000000000e+00
7.648724913597106934e-01,3.000000000000000000e+00
7.655365765094757080e-02,4.000000000000000000e+00
