# Trained_Coeffs, Scaled_Trained_Coeffs
7.483560442924499512e-01,1.289257049560546875e+00
8.915528655052185059e-01,6.897954344749450684e-01
8.686336874961853027e-01,5.587773323059082031e-01
4.090147972106933594e+00,6.432661414146423340e-01
-8.887974545359611511e-04,-1.319008442806079984e-04
2.965678215026855469e+00,3.696461319923400879e-01
3.422131389379501343e-02,8.391506969928741455e-02
