# Trained_Coeffs, Sparsity_Mask
1.423951387405395508e-01,0.000000000000000000e+00
1.228458642959594727e+00,1.000000000000000000e+00
2.585136592388153076e-01,2.000000000000000000e+00
1.074733734130859375e+00,3.000000000000000000e+00
7.864468097686767578e-01,4.000000000000000000e+00
