# Trained_Coeffs, Scaled_Trained_Coeffs, Sparsity_Mask
7.677543759346008301e-01,1.386185169219970703e+00,0.000000000000000000e+00
9.020060896873474121e-01,7.067098617553710938e-01,1.000000000000000000e+00
8.644769191741943359e-01,5.482591986656188965e-01,2.000000000000000000e+00
4.369478702545166016e+00,7.353152632713317871e-01,3.000000000000000000e+00
3.196617841720581055e+00,3.142797052860260010e-01,5.000000000000000000e+00
