# Trained_Coeffs, Scaled_Trained_Coeffs
1.974493384361267090e+00,1.133923649787902832e+00
2.813930511474609375e-01,7.210099697113037109e-01
8.093393594026565552e-02,5.260778665542602539e-01
-7.260749698616564274e-04,-7.775088306516408920e-05
8.099545240402221680e-01,7.738236337900161743e-02
2.840038836002349854e-01,5.694206431508064270e-02
6.181697249412536621e-01,4.746798872947692871e-01
