# Trained_Coeffs, Sparsity_Mask
1.574227511882781982e-01,0.000000000000000000e+00
3.810634911060333252e-01,1.000000000000000000e+00
2.714864909648895264e-01,2.000000000000000000e+00
8.879920840263366699e-01,3.000000000000000000e+00
1.641357243061065674e-01,4.000000000000000000e+00
